"","lat","long","sog","cog","heading","rot","nav_stt","timestamp","mmsi","shiptype","ship_name","year_of_build","country_of_build","ship_status_eff_date","ship_type_group","ship_type_level2","flag_code","flag_eff_date","flag_name","port_of_registry","call_sign","charterer_latest_reported","class_narrative","displacement","draught","length_registered","net_tonnage","pandi_club","sale_price_usd","doc_company","group_ben_owner","group_ben_ownercountry_ofcontrol","operator","registered_owner","registered_owner_countryofregistration","ship_manager","ship_manager_countryofcontrol","technical_mgr","ship_builder","grosstonnage","deadweight","lengthoverallloa","lengthbetweenperpendicularslbp","countryofeconomicbenefit","fueltype1capacity","fueltype1code","fueltype1first"
"402","40.88165","29.1748","0.20000000298023224","170.0","511.0","-128.0","1.0","2022-02-16 08:25:00",577363000,"75","YUZER 1",1982,"Germany, Federal Republic Of",20090425,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","VAN",201611,"Vanuatu","Port Vila","YJWD6","","Bulgarski Koraben Registar (2016-11-00)",4250,4.68,85.69,1070,"Unknown",650000,"Y&S Shipping Co Int Co","Unknown","","Y&S Shipping Co Int Co","Y&S Shipping Co Int Co","Marshall Islands","Y&S Shipping Co Int Co","","Y&S Shipping Co Int Co","Sietas Schiffswerft Kg",1939,3300,87.97,85.37,"Turkey",".00","YY","Yes, But Type Not Known"
"403","40.815815","29.138572999999997","10.699999809265137","298.3999938964844","511.0","","","2022-02-16 21:42:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"404","40.75564","29.323365999999996","9.899999618530273","285.20001220703125","511.0","","","2022-02-16 20:48:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"405","40.881367","29.174633","0.10000000149011612","291.0","511.0","-128.0","1.0","2022-02-16 19:20:00",577363000,"75","YUZER 1",1982,"Germany, Federal Republic Of",20090425,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","VAN",201611,"Vanuatu","Port Vila","YJWD6","","Bulgarski Koraben Registar (2016-11-00)",4250,4.68,85.69,1070,"Unknown",650000,"Y&S Shipping Co Int Co","Unknown","","Y&S Shipping Co Int Co","Y&S Shipping Co Int Co","Marshall Islands","Y&S Shipping Co Int Co","","Y&S Shipping Co Int Co","Sietas Schiffswerft Kg",1939,3300,87.97,85.37,"Turkey",".00","YY","Yes, But Type Not Known"
"406","41.37863","29.023317","0.8000000119209291","29.0","11.0","0.0","0.0","2022-02-16 13:02:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"408","40.843517","28.9028","6.4000000953674325","19.700000762939453","18.0","0.0","0.0","2022-02-16 23:42:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"409","40.389793","27.996159999999996","0.10000000149011612","53.29999923706055","182.0","0.0","1.0","2022-02-16 22:14:00",273298020,"75","NIKOLAI LEONOV",2021,"Russia",20210719,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","RUS",202107,"Russia","Taganrog","UBLV9","","Russian Maritime Register (2021-07-00)Survey Type: Date: 2021-07  RS: Special Survey Date: 2021-07-19 Class Notation: KM(*) Ice2 (hull, machinery) R2 AUT1-ICS BWM(T) CONT(deck and cargo hold) DG(bulk) DG(pack)",10812,4.53,".000",3455,"Unknown","NULL","Alpha LLC","JSC GTLK","Russia","Alpha LLC","JSC GTLK","Russia","Alpha LLC","Russia","Alpha LLC","Krasnoye Sormovo",6305,8157,141,137.08,"Russia",".00","DF","Distillate Fuel"
"410","40.97014","28.920353000000002","0.10000000149011612","38.5","171.0","7.0","1.0","2022-02-16 10:38:00",371773000,"75","RHINE RIVER",2007,"Russia",20070615,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","PAN",202008,"Panama","Panama","H8WV","","Registro Italiano Navale (2020-08-00)Survey Type: Date: 2007-06  RI: Special Survey Date: 2017-06-29 Class Notation: C+ general cargo ship - double side-skin MN (+)AUT-UMS ICE CLASS IC Service Restriction: Special International",8612,5.06,117.06,2841,"Unknown","NULL","Rivers Group Denizcilik Ltd","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Rhine River Shipping Corp","Panama","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Krasnoye Sormovo",4922,6354,121.7,114.22,"Turkey",103,"DF","Distillate Fuel"
"411","40.738438","29.25602","8.399999618530272","266.39999389648443","263.0","0.0","1.0","2022-02-16 23:32:00",677017000,"75","SIBEL J",1979,"Germany, Federal Republic Of",19791229,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","TZZ",201202,"Tanzania (Zanzibar)","Zanzibar","5IM270","","Maritime Lloyd Georgia (2017-01-00)",4946,4.22,".000",1518,"Unknown","NULL","Unknown","Unknown","","Karina Shipping Ltd-MAI","Karina Shipping Ltd-MAI","Marshall Islands","Karina Shipping Ltd-MAI","","Unknown","Elsflether Ag",2862,3128,98.71,91.88,"Marshall Islands",".00","YY","Yes, But Type Not Known"
"412","40.852444","28.907106","7.300000190734862","19.700000762939453","18.0","0.0","0.0","2022-02-16 23:47:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"413","44.156193","28.643457","0.10000000149011612","38.0","185.0","0.0","5.0","2022-02-16 12:19:00",636021019,"75","DISCOVERY",2012,"China, People's Republic Of",20121018,"Bulk Carrier-Large Handy","Bulk Carriers","LIB",202108,"Liberia","Monrovia","5LBV8","","Nippon Kaiji Kyokai (2013-09-00) NK: Special Survey Date: 2017-08-21 Class Notation: NS(CSR, BC-A, BC-XII, GRAB 25, PSPC-WBT)(IC IS)(ESP)(IWS)(PSCM)(IHM) /MNSCHG, MPP, LSA, RCF, M0, AFS, BWM",46970,10.518,183.682,12191,"Swedish Club",14200000,"BSM GR Management Ltd","Costamare Shipping Co SA","Greece","Costamare Shipping Co SA","Cavalaire Marine Corp","Liberia","Costamare Shipping Co SA","Greece","BSM GR Management Ltd","Zhejiang Ouhua Shipbuilding Co",24195,37019,189.99,183.68,"Greece",130,"DF","Distillate Fuel"
"414","40.969643","28.91967","0.10000000149011612","209.3000030517578","136.0","-8.0","1.0","2022-02-16 13:29:00",371773000,"75","RHINE RIVER",2007,"Russia",20070615,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","PAN",202008,"Panama","Panama","H8WV","","Registro Italiano Navale (2020-08-00)Survey Type: Date: 2007-06  RI: Special Survey Date: 2017-06-29 Class Notation: C+ general cargo ship - double side-skin MN (+)AUT-UMS ICE CLASS IC Service Restriction: Special International",8612,5.06,117.06,2841,"Unknown","NULL","Rivers Group Denizcilik Ltd","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Rhine River Shipping Corp","Panama","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Krasnoye Sormovo",4922,6354,121.7,114.22,"Turkey",103,"DF","Distillate Fuel"
"415","41.130642","29.071653","11.0","142.89999389648438","511.0","","","2022-02-16 07:03:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"416","41.176105","29.078087","10.199999809265137","222.1999969482422","511.0","","","2022-02-16 06:45:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"417","41.116806","29.073984000000003","11.100000381469727","216.6999969482422","511.0","","","2022-02-16 07:08:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"418","41.09049","29.059936999999998","11.600000381469727","179.6999969482422","511.0","","","2022-02-16 07:17:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"419","40.823414","28.91858","0.30000001192092896","349.20001220703125","35.0","0.0","0.0","2022-02-16 06:12:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"420","40.86764","28.85877","7.5","83.0999984741211","81.0","7.0","0.0","2022-02-16 07:08:00",371773000,"75","RHINE RIVER",2007,"Russia",20070615,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","PAN",202008,"Panama","Panama","H8WV","","Registro Italiano Navale (2020-08-00)Survey Type: Date: 2007-06  RI: Special Survey Date: 2017-06-29 Class Notation: C+ general cargo ship - double side-skin MN (+)AUT-UMS ICE CLASS IC Service Restriction: Special International",8612,5.06,117.06,2841,"Unknown","NULL","Rivers Group Denizcilik Ltd","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Rhine River Shipping Corp","Panama","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Krasnoye Sormovo",4922,6354,121.7,114.22,"Turkey",103,"DF","Distillate Fuel"
"421","44.681754999999995","37.8152","1.399999976158142","204.6000061035156","183.0","-127.0","1.0","2022-02-16 13:37:00",273353480,"75","RENE",1989,"Bulgaria",20130124,"Tanker-<=4,999dwt","Tankers","RUS",201211,"Russia","Novorossiysk","UBCJ8","","Russian Maritime Register (2012-11-00) RS: Special Survey Date: 2022-12-21 Class Notation: KM(*) Ice3 R2 oil tanker(>60A degree C)(ESP)",3845,5.375,".000",1014,"Unknown","NULL","Unknown","Tanker Service Co Ltd","Russia","Tanker Service Co Ltd","Tanker Service Co Ltd","Russia","Tanker Service Co Ltd","Russia","Unknown","Ivan Dimitrov",1896,3365,77.53,73.24,"Russia",".00","YY","Yes, But Type Not Known"
"423","40.845455","28.897026","6.300000190734862","358.3999938964844","5.0","0.0","0.0","2022-02-16 22:32:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"424","40.814265999999996","28.886726","2.200000047683716","205.8000030517578","207.0","0.0","0.0","2022-02-16 12:22:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"425","40.738094","28.925372999999997","0.4000000059604645","137.10000610351562","2.0","0.0","0.0","2022-02-16 13:07:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"426","40.737353999999996","28.926228000000002","0.4000000059604645","140.19999694824222","356.0","0.0","0.0","2022-02-16 13:17:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"427","40.808735","28.889440000000004","0.5","348.0","336.0","0.0","0.0","2022-02-16 13:27:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"428","40.806084000000006","28.886473","0.30000001192092896","247.6000061035156","303.0","0.0","0.0","2022-02-16 15:13:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"429","40.769104","28.893894","0.6000000238418579","144.10000610351562","343.0","0.0","0.0","2022-02-16 15:57:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"432","40.73662","29.19492","8.199999809265138","270.10000610351557","262.0","0.0","1.0","2022-02-16 23:52:00",677017000,"75","SIBEL J",1979,"Germany, Federal Republic Of",19791229,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","TZZ",201202,"Tanzania (Zanzibar)","Zanzibar","5IM270","","Maritime Lloyd Georgia (2017-01-00)",4946,4.22,".000",1518,"Unknown","NULL","Unknown","Unknown","","Karina Shipping Ltd-MAI","Karina Shipping Ltd-MAI","Marshall Islands","Karina Shipping Ltd-MAI","","Unknown","Elsflether Ag",2862,3128,98.71,91.88,"Marshall Islands",".00","YY","Yes, But Type Not Known"
"434","44.156185","28.64351","0.10000000149011612","85.9000015258789","185.0","0.0","5.0","2022-02-16 12:43:00",636021019,"75","DISCOVERY",2012,"China, People's Republic Of",20121018,"Bulk Carrier-Large Handy","Bulk Carriers","LIB",202108,"Liberia","Monrovia","5LBV8","","Nippon Kaiji Kyokai (2013-09-00) NK: Special Survey Date: 2017-08-21 Class Notation: NS(CSR, BC-A, BC-XII, GRAB 25, PSPC-WBT)(IC IS)(ESP)(IWS)(PSCM)(IHM) /MNSCHG, MPP, LSA, RCF, M0, AFS, BWM",46970,10.518,183.682,12191,"Swedish Club",14200000,"BSM GR Management Ltd","Costamare Shipping Co SA","Greece","Costamare Shipping Co SA","Cavalaire Marine Corp","Liberia","Costamare Shipping Co SA","Greece","BSM GR Management Ltd","Zhejiang Ouhua Shipbuilding Co",24195,37019,189.99,183.68,"Greece",130,"DF","Distillate Fuel"
